OBJECTID,* Damage,* Street Number,* Street Name,"* Street Type (e.g. road, drive, lane, etc.)",* City,State,Zip Code,* CAL FIRE Unit,County,Community,Incident Start Date,Hazard Type,Structure Defense Actions Taken,* Structure Type,Structure Category,# Units in Structure (if multi unit),* Roof Construction,* Eaves,* Vent Screen,* Exterior Siding,* Window Pane,* Deck/Porch On Grade,* Deck/Porch Elevated,* Patio Cover/Carport Attached to Structure,* Fence Attached to Structure,Distance - Propane Tank to Structure,Distance - Residence to Utility/Misc Structure &gt; 120 SQFT,Assessed Improved Value (parcel),Year Built (parcel),Site Address (parcel),Latitude,Longitude
40861,Destroyed (>50%),609.0,Bille,Road,Paradise Northwest B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,<30',82695.0,1956.0,609  BILLE RD   PARADISE CA 95969,39.7710596734551,-121.628167377659
124543,No Damage,1148.0,Las Pulgas ,Road,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,403821.0,1960.0,"1148 LAS PULGAS RD, PACIFIC PALISADES, CA 90272",34.0529871,-118.5380258
129444,Destroyed (>50%),1101.0,Chautauqua ,Boulevard,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unknown,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Combustible,No Fence,,,2459718.0,2016.0,"1101 CHAUTAUQUA BLVD, PACIFIC PALISADES, CA 90272",34.049908,-118.5178378
6617,Destroyed (>50%),42679.0,Grey Squirrel ,Lane,,CA,0.0,FKU,Fresno,,9/4/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Metal,Enclosed,No Vents,Wood,Single Pane,Wood,Wood,No Patio Cover/Carport,No Fence,,,30827.0,1961.0,42679 GREY SQUIRREL LN AUBERRY CA 93602,37.0793401853762,-119.413935883753
84711,Destroyed (>50%),202.0,Crescent ,Street,Greenville,CA,95947.0,LMU,Plumas,Greenville ,7/13/2021 12:00:00 AM,Fire,,Commercial Building Single Story,Nonresidential Commercial,0.0,Metal,No Eaves,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,88261.0,,202 CRESCENT ST GREENVILLE CA 95947,40.1396214446287,-120.948581002794
119176,No Damage,1914.0,El Molino,Street,Pasadena,CA,91104.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Enclosed,Unscreened,Vinyl,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,,,113737.0,1923.0,"1914 N EL MOLINO AVE, PASADENA, CA 91104",34.1787164,-118.136858
100874,No Damage,152.0,San Miguel ,Drive,Camarillo,CA,93010.0,VNC,Ventura,Camarillo,11/6/2024 12:00:00 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Tile,Unenclosed,No Vents,Wood,Single Pane,Wood,No Deck/Porch,Combustible,No Fence,,<30',24960.0,1990.0,"152 SAN MIGUEL DR, CAMARILLO, CA 93010",34.2438469,-119.0524899
75550,No Damage,1360.0,Pinon,Drive,Healdsburg,CA,,LNU,Sonoma,Healdsburg,10/23/2019 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,286620.0,1966.0,1360 PINON DR HEALDSBURG CA 95448,38.6095963735557,-122.846974924595
94751,No Damage,3501.0,Airport,Road,Placerville,CA,95667.0,AEU,El Dorado,,7/6/2024 12:00:00 AM,Fire,,Commercial Building Single Story,Nonresidential Commercial,1.0,Metal,No Eaves,No Vents,Metal,Single Pane,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,,,0.0,0.0,"3501 AIRPORT RD, PLACERVILLE, CA 95667",38.7220117,-120.764929
5310,No Damage,728.0,Loop,Drive,,CA,0.0,TUU,Tulare,,8/19/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,60107.0,0.0,669 LINDER DR # A SPRINGVILLE CA 93265,36.1456106649131,-118.611337970635
21215,No Damage,0.0,,,,CA,,CZU,Santa Cruz,,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,270082.0,1976.0,271 PINERIDGE RD BONNY DOON CA 95060,37.0432441699837,-122.112906481435
103835,No Damage,3855.0,Denair,Street,Pasadena,CA,91107.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,147247.0,1952.0,"3855 DENAIR ST, PASADENA, CA 91107",34.17146,-118.0692264
46129,Destroyed (>50%),961.0,Central Park ,Drive,Paradise Central Southwest B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,63323.0,1948.0,961  CENTRAL PARK DR   PARADISE CA 95969,39.7661339572423,-121.606102860632
68916,Destroyed (>50%),498.0,Royal Meadows ,Court,Unincorporated,CA,0.0,LNU,Sonoma,Riebli,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Fire Resistant,Unknown,Screened,Fire Resistant,Multi Pane, , , ,,,,1615000.0,,414 ROYAL MEADOWS CT SANTA ROSA CA 95404,38.4988549288395,-122.683619913982
48371,Destroyed (>50%),30473.0,Mulholland Hwy,,Los Angeles County,CA,,LAC,Los Angeles,Seminole Springs Mobile Home Park,11/8/2018 12:00:00 AM,Fire,Unknown,Mobile Home Single Wide,Single Residence,,Metal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,838679.0,1968.0,30473 MULHOLLAND HWY CORNELL CA 91301,34.1102592764084,-118.7928038582
47335,Destroyed (>50%),1631.0,Timber,Lane,Paradise Northeast A,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Mobile Home Double Wide,Single Residence,,Asphalt,Unenclosed,No Vents,Combustible,Single Pane,Wood,No Deck/Porch,Combustible,No Fence,,<30',6209.0,0.0,1651  TIMBER LN   PARADISE CA 95969,39.7862844356301,-121.580794879254
105242,Destroyed (>50%),1016.0,Concha,Street,Altadena,CA,91001.0,LAC,Los Angeles,Altadena,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,Unknown,Non Combustible,,,113211.0,1948.0,"1016 CONCHA ST, ALTADENA, CA 91001",34.1989593,-118.1283173
93989,No Damage,4948.0,Trabucco,Street,Mariposa,CA,95338.0,MMU,Mariposa,,7/4/2024 12:00:00 AM,Fire,,Mobile Home Single Wide,Single Residence,0.0,Metal,Enclosed,No Vents,Metal,Single Pane,Wood,Wood,Non Combustible,Combustible,,,50280.0,0.0,"5028 MARIPOSA ST, MARIPOSA, CA 95338",37.4869122,-119.9613871
59911,Destroyed (>50%),1440.0,Starview,Court,Santa Rosa,CA,0.0,LNU,Sonoma,Coffey Park,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Fire Resistant,Unknown,Unknown,Fire Resistant,Unknown, , , ,,,,256000.0,,1440 STARVIEW CT SANTA ROSA CA 95403,38.4810701762042,-122.746897873213
88303,No Damage,20057.0,Jacrene,Lane,Redding,CA,96003.0,SHU,Shasta,,9/22/2021 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Non Combustible,No Fence,,,309968.0,,20057 JACRENE LN REDDING CA 96003,40.6846963390695,-122.314955814752
76741,Destroyed (>50%),13331.0,Shasta Vista,Drive,Montague,CA,96064.0,SKU,Siskiyou,,6/24/2021 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,23437.0,,13331 SHASTA VISTA DR MONTAGUE CA 96064,41.577986193375,-122.316296812622
90797,No Damage,30362.0,Le Port,,Laguna Niguel,CA,92677.0,ORC,Orange,Niguel Summit ,5/11/2022 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Tile,No Eaves,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Non Combustible,Combustible,,,442410.0,1989.0,"30362 LE PRT, LAGUNA NIGUEL, CA 92677",33.5220513,-117.72535141
97843,No Damage,23236.0,N Cardinal ,Road,Llano,CA,93544.0,LAC,Los Angeles,,9/8/2024 12:00:00 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,120926.0,1980.0,"23236 N CARDINAL RD, LLANO, CA 93544",34.3598627,-117.652736
5941,No Damage,44352.0,Alder Heights,Road,,CA,0.0,FKU,Fresno,Auberry ,9/4/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,319649.0,1996.0,44352 ALDER HEIGHTS RD AUBERRY CA 93602,37.0600101253294,-119.399522273085
14713,No Damage,3801.0,St Helena Highway,Other,,CA,,LNU,Napa,,9/27/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Other,No Eaves,No Vents,Other,Unknown,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,,,,,   ,38.5495474023779,-122.527768397088
21673,No Damage,14747.0,Virginia ,Avenue,,CA,,CZU,Santa Cruz,,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,113470.0,1951.0,14747 VIRGINIA AVE BOULDER CREEK CA 95006,37.1366179394733,-122.139932021873
53828,No Damage,,,,,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,, , , , , , , , ,,,,268872.0,1989.0,5617 CHANEY LN PARADISE CA 95969,39.7509439910179,-121.574875215992
2059,Destroyed (>50%),1588.0,Lumpkin ,Road,,CA,0.0,BTU,Butte,,9/9/2020 12:00:00 AM,Fire,,Mobile Home Double Wide,Single Residence,0.0,Metal,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,Wood,Combustible,No Fence,21-30,,20385.0,1945.0,"100 HAPPY HOLLOW LN, FEATHER FALLS CA 95966",39.5611216973018,-121.327038513691
49122,Destroyed (>50%),33000.0,Pacific Coast Hwy,,Malibu,CA,,LAC,Los Angeles,Malibu,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Metal,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Unknown,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,,>50',438018.0,1962.0,33000 PACIFIC COAST HWY MALIBU CA 90265,34.0409546783521,-118.893550243402
97718,No Damage,38200.0,Bluff lake ,Road,Big Bear Lake,CA,92315.0,BDU,San Bernardino,,9/5/2024 12:00:00 AM,Fire,Hand Crew Fuel Break,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,0-10,,1931654.0,1958.0,"BLUFF LK, BIG BEAR LAKE, CA 92315",34.2172763,-116.9671905
86704,No Damage,1559.0,Diamond Mountain ,Road,Greenville,CA,95947.0,LMU,Plumas,,7/13/2021 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,No Deck/Porch,Unknown,No Patio Cover/Carport,No Fence,,,338697.0,,1559 DIAMOND MOUNTAIN RD GREENVILLE CA 95947,40.1161135627737,-120.824977481955
34446,Destroyed (>50%),5211.0,Circle,Lane,Paradise Central Southeast B,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Mobile Home Double Wide,Single Residence,,Metal,Enclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,Wood,Wood,No Patio Cover/Carport,Non Combustible,,,15000.0,1972.0,5211  CIRCLE LN   PARADISE CA 95969,39.7371888435453,-121.596412694136
17363,No Damage,6450.0,Berryessa Knoxville ,Road,,CA,,LNU,Napa,Napa ,8/16/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,   ,38.5004172756783,-122.163936172278
72435,Destroyed (>50%),1746.0,Schultz,Road,Unincorporated,CA,0.0,LNU,Sonoma,,10/8/2017 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,,,,108892.0,1930.0,1747 SCHULTZ RD,38.4065956189195,-122.579418796843
55912,No Damage,,,,Unincorporated,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Infrastructure,Infrastructure,, , , , , , , , ,,,,72216.0,1900.0,4457 ZINFANDEL DR FOREST RANCH CA 95942,39.7768479374049,-121.690886635987
125634,Destroyed (>50%),23443.0,W Copacabana,Street,Malibu,CA,90265.0,LAC,Los Angeles,Malibu,1/7/2025 8:02:01 AM,Fire,Engine Company Actions,Single Family Residence Multi Story,Single Residence,,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,11-20,,540305.0,1985.0,"23443 W COPACABANA ST, MALIBU, CA 90265",34.0708384,-118.6511341
96929,No Damage,30502.0,Plum Creek,Road,,CA,0.0,TGU,Tehama,Dept. Fish and Game,7/24/2024 12:00:00 AM,Fire,,Commercial Building Single Story,Nonresidential Commercial,0.0,Metal,No Eaves,No Vents,Metal,No Windows,Masonry/Concrete,Masonry/Concrete,Combustible,No Fence,,,0.0,0.0,,40.3122299,-121.890869
50690,Destroyed (>50%),,Whiskey Creek,Road,Unincorporated,CA,,SHU,Shasta,Whiskeytown ,7/23/2018 12:00:00 AM,Fire,Fire Department,Utility Misc Structure,Other Minor Structure,,Metal,No Eaves,No Vents,Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,211629.0,0.0,13651 WHISKEY CREEK RD FRENCH GULCH CA 96033,40.6882334169237,-122.567671782994
37001,Destroyed (>50%),985.0,Bella Vista,Avenue,Paradise Central Southwest B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,Masonry/Concrete,Masonry/Concrete,Non Combustible,Combustible,,,64154.0,1958.0,985  BELLA VISTA AVE   PARADISE CA 95969,39.748259730713,-121.611625539505
94877,No Damage,5.0,stage coach,Drive,Havilah,CA,93518.0,KRN,Kern,,7/24/2024 12:00:00 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,No Vents,Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,21-30,>50',135949.0,2003.0,"5 STAGE COACH DR, HAVILAH, CA 93518",35.4336221,-118.5484558
92211,No Damage,30303.0,Chicken Hawk ,Road,,CA,0.0,NEU,Placer,,9/6/2022 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Metal,Unenclosed,No Vents,Wood,Single Pane,Wood,Wood,Combustible,No Fence,,,0.0,0.0,   ,39.04897986,-120.73932431
63176,Destroyed (>50%),93.0,Via Santa Beatrice,,Unincorporated,CA,0.0,MVU,San Diego,,12/7/2017 12:00:00 AM,Fire,,Mobile Home Double Wide,Single Residence,,Fire Resistant,Unknown,Unknown,Combustible,Multi Pane, , , ,,,,22537.0,,4650 DULIN RD,33.3161758698876,-117.163217845837
6485,No Damage,42200.0,Limber,Lane,,CA,0.0,FKU,Fresno,,9/4/2020 12:00:00 AM,Fire,Other,Single Family Residence Multi Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,>30,,0.0,0.0,42200 LIMBER LN SHAVER LAKE CA 93664,37.1069976482391,-119.323007473752
40214,Destroyed (>50%),5467.0,Skyway ,,Paradise Central Southwest A,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,Unknown,Commercial Building Single Story,Nonresidential Commercial,,Asphalt,No Eaves,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,117300.0,1945.0,5467  SKYWAY     PARADISE CA 95969,39.7484027385831,-121.634783414929
63844,Destroyed (>50%),4000.0,Bastoni,Lane,Unincorporated,CA,0.0,LNU,Sonoma,Riebli,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Fire Resistant,Unknown,Screened,Combustible,Multi Pane, , , ,,,,954314.0,,4000 BASTONI LN SANTA ROSA CA 95404,38.5076812990202,-122.696711169517
81250,No Damage,6921.0,Slug Gultch,Road,Somerset,CA,95684.0,AEU,El Dorado,,8/14/2021 12:00:00 AM,Fire,Combination of Actions,Single Family Residence Multi Story,Single Residence,1.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Combustible,11-20,,136886.0,,6921 SLUG GULCH RD SOMERSET CA 95684,38.6012199052906,-120.623939494443
85985,Destroyed (>50%),2301.0,Upper Pecks Valley,Road,Greenville,CA,95947.0,LMU,Plumas,Greenville ,7/13/2021 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,Unknown,Stucco Brick Cement,Single Pane,Wood,Masonry/Concrete,Combustible,No Fence,11-20,,173188.0,,2301 UPPER PECKS VALLEY RD GREENVILLE CA 95947,40.1637765482412,-120.910562082928
14099,No Damage,80.0,Goodwells,Avenue,,CA,,LNU,Napa,,9/27/2020 12:00:00 AM,Fire,Engine Company Actions,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Composite,Wood,Combustible,No Fence,,,12501.0,1930.0,80 GOODWELLS AVE ANGWIN CA 94508,38.5715414025796,-122.460236709273
54638,No Damage,,,,Unincorporated,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,, , , , , , , , ,,,,103861.0,1977.0,6649 ELMWOOD DR MAGALIA CA 95954,39.8415235051491,-121.585865423468
83021,No Damage,958.0,Han,Street,South Lake Tahoe,CA,96150.0,AEU,El Dorado,,8/14/2021 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Wood,Wood,Combustible,No Fence,,,315120.0,,958 HAN ST SOUTH LAKE TAHOE CA 96150,38.8354442272797,-120.018707074496
23834,Destroyed (>50%),916.0,Swanton View,Road,,CA,,CZU,Santa Cruz,,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,"Mesh Screen <= 1/8""""",Unknown,Single Pane,Unknown,Unknown,Unknown,No Fence,,,343344.0,1976.0,916 SWANTON VIEW RD DAVENPORT CA 95017,37.0744491251521,-122.22988523787
21707,No Damage,1.0,Bob Cat,Lane,,CA,,CZU,Santa Cruz,,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,211670.0,1931.0,1 BOBCAT LN BOULDER CREEK CA 95006,37.1390838470001,-122.150106027269
83679,No Damage,1378.0,Silver Fork,Road,Kyburz,CA,95720.0,AEU,El Dorado,,8/14/2021 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,,,145506.0,,1378 SILVER FORK RD KYBURZ CA 95720,38.7726129454581,-120.29435422291
64104,Destroyed (>50%),1890.0,Terrace,Drive,Ventura,CA,0.0,VNC,Ventura,,12/4/2017 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Fire Resistant,Unknown,Unknown,Fire Resistant,Multi Pane, , , ,,,,212892.0,1930.0,1890 TERRACE DR VENTURA CA 93001,34.2827831116887,-119.270661678254
79508,No Damage,5973.0,Sly Park ,Road,Placerville,CA,95667.0,AEU,El Dorado,,8/14/2021 12:00:00 AM,Fire,Engine Company Actions,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Other,Single Pane,Wood,Wood,Combustible,Combustible,,,126331.0,,5973 SLY PARK RD PLACERVILLE CA 95667,38.698955057557,-120.602362985398
27876,No Damage,112.0,Fountain Fork,,,CA,,ORC,Orange,Irvine ,10/26/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Tile,Enclosed,Unknown,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,1707717.0,2017.0,112 FOUNTAIN FRK IRVINE CA 92602,33.7528272190164,-117.752137719912
80833,Destroyed (>50%),7171.0,Grizzly Flat,Road,Grizzly Flats,CA,95636.0,AEU,El Dorado,,8/14/2021 12:00:00 AM,Fire,,Mobile Home Double Wide,Single Residence,0.0,Other,Unenclosed,"Mesh Screen <= 1/8""""",Other,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,0-10,30-50',169500.0,,7171 CAPPS CROSSING RD GRIZZLY FLATS CA 95636,38.6415606708746,-120.520222002405
13531,No Damage,1323.0,Tucker,Road,,CA,,LNU,Napa,Calistoga,9/27/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Tile,Unenclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Non Combustible,No Fence,>30,30-50',585863.0,1966.0,1323 TUCKER RD CALISTOGA CA 94515,38.5541523953364,-122.531489694204
38557,Destroyed (>50%),5616.0,Jewel,Road,Paradise Southwest B,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,,Metal,Unenclosed,"Mesh Screen <= 1/8""""",Combustible,No Windows,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,,<30',89490.0,1950.0,5616  JEWELL RD   PARADISE CA 95969,39.7515503125347,-121.63315154796
63087,Destroyed (>50%),16375.0,Jesus Maria,Road,Mokelumne Hill,CA,95245.0,TCU,Calaveras,Mountain Ranch,9/9/2015 12:00:00 AM,Fire,,Mobile Home Double Wide,Single Residence,,Fire Resistant,Unknown,Screened,Fire Resistant,Multi Pane, , , ,,,,34000.0,,16375 JESUS MARIA RD MOKELUMNE HILL CA 95245,38.28807027961,-120.5820455308
84025,Destroyed (>50%),202.0,Ann,Street,Greenville,CA,95947.0,LMU,Plumas,Greenville,7/13/2021 12:00:00 AM,Fire,Unknown,Commercial Building Single Story,Nonresidential Commercial,1.0,Asphalt,Unknown,Unknown,Wood,Unknown,No Deck/Porch,No Deck/Porch,Combustible,No Fence,,30-50',43705.0,,202 ANN ST GREENVILLE CA 95947,40.1401788824811,-120.951872819864
128863,Destroyed (>50%),16105.0,Northfield ,Street,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,No Eaves,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,2554993.0,2009.0,"16105 NORTHFIELD ST, PACIFIC PALISADES, CA 90272",34.0476048,-118.5369111
114309,Destroyed (>50%),2818.0,Saint James,Place,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,Unknown,Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,,,157807.0,1947.0,"2818 SAINT JAMES PL, ALTADENA, CA 91001",34.1930653,-118.135345
3844,Destroyed (>50%),28.0,He Le Ve ,Road,,CA,0.0,BTU,Butte,Berry Creek,9/9/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,No Eaves,Unknown,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,10000.0,1976.0,"28 HE-LE-VE RD, BERRY CREEK CA 95916",39.6404126087462,-121.456869634881
78651,No Damage,0.0,Halley Grade,Road,Red Bluff,CA,,TGU,Tehama,Red Bluff,7/29/2021 12:00:00 AM,Fire,,Multi Family Residence Single Story,Multiple Residence,,Metal,Unenclosed,No Vents,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,,,,,,40.2135511985736,-122.733568270378
111498,No Damage,2263.0,Navarro,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,230000.0,1953.0,"2263 NAVARRO AVE, ALTADENA, CA 91001",34.1844276,-118.154238
95807,No Damage,39251.0,Ortega Hwy,,,CA,0.0,ORC,Orange,,9/9/2024 12:00:00 AM,Fire,Unknown,Commercial Building Single Story,Nonresidential Commercial,0.0,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,<30',0.0,0.0,,33.6447478,-117.4474043
9328,Destroyed (>50%),13366.0,Platina,Road,,CA,,SHU,Shasta,Igo,9/27/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Metal,Unenclosed,"Mesh Screen <= 1/8""""",Metal,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,30-50',20560.0,1962.0,13366 PLATINA RD IGO CA 96047,40.4896969944678,-122.561875939918
