OBJECTID,Damage,Zip Code,CAL FIRE Unit,County,Incident Start Date,Structure Defense Actions Taken,Structure Type,Structure Category,Units in Structure,Roof Construction,Eaves,Vent Screen,Exterior Siding,Window Pane,Deck/Porch On Grade,Deck/Porch Elevated,Patio Cover/Carport Attached to Structure,Fence Attached to Structure,Distance - Propane Tank to Structure,Distance - Residence to Utility/Misc Structure > 120 SQFT,Assessed Improved Value,Year Built,Latitude,Longitude,AIV missing,Year Built missing
107136,Destroyed (>50%),91001.0,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unknown,Unknown,Stucco/Brick/Cement,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,116777.0,1961.0,34.1980277,-118.1326247,0,0
98627,No Damage,Unknown,LAC,Los Angeles,2024-09-08,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,Unscreened,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,0.0,1966.0,34.3905716,-117.7287363,0,1
19319,No Damage,95448.0,LNU,Sonoma,2020-08-16,Dozer Fuel Break,Utility Misc Structure,Other Minor Structure,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,177998.0,1966.0,38.5887293660651,-122.910691827623,0,1
109254,Destroyed (>50%),91001.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unknown,Unknown,Stucco/Brick/Cement,Unknown,No Deck/Porch,Masonry/Concrete,No Patio Cover/Carport,Combustible,Unknown,Unknown,56352.0,1925.0,34.1920704,-118.1510076,0,0
121407,No Damage,90272.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,No Eaves,"Mesh Screen <= 1/8""""",Stucco/Brick/Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,132670.0,1971.0,34.0613672,-118.5501496,0,0
120139,Destroyed (>50%),90272.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Unknown,Unknown,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,Unknown,Masonry/Concrete,Masonry/Concrete,Unknown,Non Combustible,Unknown,Unknown,712324.5000000002,1946.0,34.0366609,-118.5305633,0,0
48163,Destroyed (>50%),34229.0,LAC,Los Angeles,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unknown,Unknown,Ignition Resistant,Unknown,Wood,No Deck/Porch,Combustible,No Fence,0-10,Unknown,118587.0,1950.0,34.0905382027099,-118.89571923913,0,0
105455,No Damage,91001.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,<30,349855.0,1958.0,34.202349,-118.1621499,0,0
53410,No Damage,95969.0,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,57991.0,1951.0,39.7619642252184,-121.587737493656,0,0
95987,Destroyed (>50%),Unknown,BTU,Tehama,2024-07-24,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,Unknown,Stucco/Brick/Cement,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,7412.0,1966.0,40.0253016,-121.7221316,0,1
34377,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,98838.0,1980.0,39.7840007703098,-121.573995762634,0,0
38872,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Mobile Home Double Wide,Single Residence,2.0,Metal,No Eaves,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,13201.0,1973.0,39.7503164471173,-121.598306319399,0,0
24383,Destroyed (>50%),95006.0,CZU,Santa Cruz,2020-08-16,Unknown,Single Family Residence Single Story,Single Residence,1.0,Unknown,Unknown,Unknown,Unknown,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,111659.0,1983.0,37.1737182572389,-122.146255768012,0,0
25698,No Damage,15110.0,SCU,San Joaquin,2020-08-18,Unknown,Infrastructure,Infrastructure,0.0,Concrete,No Eaves,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,No Windows,No Deck/Porch,No Deck/Porch,Non Combustible,Non Combustible,0-10,Unknown,0.0,1966.0,37.6135341504059,-121.494319152215,0,1
39641,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Combustible,Single Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,Unknown,Unknown,177990.0,1972.0,39.7369362167458,-121.633543526038,0,0
3577,No Damage,95916.0,BTU,Butte,2020-09-09,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,Unknown,Combustible,Unknown,>30,>50,21152.0,1900.0,39.5913958652207,-121.450169719218,0,0
31250,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,Unknown,Non Combustible,Unknown,Unknown,240000.0,1961.0,39.7729776876854,-121.589733209756,0,0
55090,No Damage,95969.0,BTU,Butte,2018-11-08,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Asphalt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,330000.0,2006.0,39.7210243554452,-121.578924738648,0,0
98790,No Damage,Unknown,LAC,Los Angeles,2024-09-08,Unknown,Mixed Commercial/Residential,Mixed Commercial/Residential,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,Unknown,0.0,1966.0,34.3765874,-117.6817321,0,1
44891,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Mobile Home Double Wide,Single Residence,2.0,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,Unknown,Unknown,43562.0,1979.0,39.7930159562515,-121.580776255382,0,0
79608,No Damage,95720.0,AEU,El Dorado,2021-08-14,Engine Company Actions,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unenclosed,Unscreened,Other,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,Unknown,Unknown,38380.0,1966.0,38.7758091895522,-120.273943076723,0,1
123851,No Damage,90265.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,1.0,Tile,Unenclosed,No Vents,Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,712324.5000000002,1996.0,34.038699,-118.6343345,0,0
77134,No Damage,96120.0,AEU,Alpine,2021-07-04,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Asphalt,Unenclosed,No Vents,Wood,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,Unknown,Unknown,237031.0,1966.0,38.6885481340355,-119.80068143382,0,1
126786,No Damage,90272.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Tile,No Eaves,No Vents,Stucco/Brick/Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,712324.5000000002,1957.0,34.0471978,-118.5143911,0,0
120261,No Damage,90265.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Asphalt,No Eaves,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,Single Pane,Masonry/Concrete,Composite,Combustible,Combustible,Unknown,Unknown,712324.5000000002,1967.0,34.038358,-118.6533315,0,0
39760,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Metal,Unenclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,115707.0,1977.0,39.737609256156,-121.571666620647,0,0
131196,No Damage,90272.0,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,90802.0,1941.0,34.0435567,-118.5362887,0,0
47395,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Mobile Home Double Wide,Single Residence,2.0,Metal,Enclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,No Deck/Porch,Wood,Combustible,No Fence,Unknown,>50,24331.0,1972.0,39.7811638078421,-121.592944111076,0,0
123668,Destroyed (>50%),90272.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,Unknown,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,678087.0,1958.0,34.0519179,-118.5457789,0,0
49525,Destroyed (>50%),26137.0,LAC,Los Angeles,2018-11-08,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Asphalt,Unknown,Unknown,Ignition Resistant,Unknown,No Deck/Porch,No Deck/Porch,Unknown,No Fence,Unknown,Unknown,128775.0,1974.0,34.0612864911642,-118.739406075317,0,0
104905,No Damage,91024.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Asphalt,No Eaves,No Vents,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,Unknown,118121.0,1922.0,34.1725974,-118.043164,0,0
56754,No Damage,10805.0,BTU,Butte,2018-11-08,Unknown,Mobile Home Double Wide,Single Residence,2.0,Asphalt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,176600.0,2001.0,39.6984232182325,-121.525898002198,0,0
115614,Destroyed (>50%),91001.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Combustible,Unknown,30-50,31547.0,1905.0,34.1932775,-118.1382526,0,0
46724,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,328081.0,1994.0,39.7496406807442,-121.615892933262,0,0
121913,Destroyed (>50%),90272.0,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unknown,Unknown,Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,401584.0,1947.0,34.0434891,-118.5273276,0,0
126509,No Damage,90265.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Tile,Enclosed,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,No Fence,>30,<30,712324.5000000002,1982.0,34.0730805,-118.6648423,0,0
6472,No Damage,39673.0,FKU,Fresno,2020-09-04,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,487700.0,2001.0,37.0904665595444,-119.32254624904,0,0
127978,Destroyed (>50%),90272.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Combustible,Unknown,Unknown,162681.0,1947.0,34.045149,-118.5430951,0,0
94589,No Damage,95966.0,BTU,Butte,2024-07-02,Combination of Actions,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,Wood,Non Combustible,Non Combustible,Unknown,30-50,127665.0,1978.0,39.5233442,-121.4840301,0,0
45400,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,<30,121830.0,1974.0,39.7721419485667,-121.584458789294,0,0
80357,No Damage,95721.0,AEU,El Dorado,2021-08-14,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unenclosed,No Vents,Wood,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,Unknown,Unknown,203280.0,1966.0,38.7852086955798,-120.160350189171,0,1
17224,No Damage,94558.0,LNU,Napa,2020-08-16,Unknown,Mobile Home Single Wide,Single Residence,1.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,712324.5000000002,1966.0,38.4497792548467,-122.280719690666,0,1
93752,No Damage,95973.0,BTU,Butte,2024-07-24,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,Wood,Wood,Combustible,No Fence,Unknown,Unknown,98508.0,1969.0,39.93769,-121.726661,0,0
28536,No Damage,Unknown,ORC,Orange,2020-12-02,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,Single Pane,Wood,Wood,No Patio Cover/Carport,Combustible,Unknown,Unknown,30107.0,1949.0,33.7457847935774,-117.62220349728,0,0
111431,Destroyed (>50%),91001.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,1.0,Unknown,Unknown,Unknown,Stucco/Brick/Cement,Unknown,Masonry/Concrete,No Deck/Porch,Unknown,No Fence,Unknown,Unknown,22442.0,1920.0,34.1893062,-118.1585303,0,0
116295,Destroyed (>50%),91001.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Asphalt,Unknown,Unknown,Stucco/Brick/Cement,Unknown,No Deck/Porch,Masonry/Concrete,Combustible,Combustible,Unknown,Unknown,279642.0,1912.0,34.1881841,-118.1296796,0,0
77943,No Damage,96058.0,SKU,Siskiyou,2021-08-01,Unknown,Single Family Residence Single Story,Single Residence,1.0,Metal,Enclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,Unknown,Unknown,30935.0,1966.0,41.5828362111236,-121.913304973724,0,1
106058,Destroyed (>50%),91001.0,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,373920.0,1962.0,34.1921292,-118.1430775,0,0
79572,No Damage,95667.0,AEU,El Dorado,2021-08-14,Combination of Actions,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Other,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,11-20,Unknown,339586.0,1966.0,38.6858251193566,-120.617734962828,0,1
74878,No Damage,92509.0,RRU,Riverside,2019-10-31,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,Unknown,Wood,Single Pane,Masonry/Concrete,Unknown,Unknown,No Fence,Unknown,Unknown,254902.0,1963.0,33.9806915684956,-117.422939196465,0,0
30902,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,210160.0,1975.0,39.7585972535578,-121.576013861157,0,0
56,No Damage,95694.0,LNU,Solano,2020-06-06,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Concrete,Enclosed,"Mesh Screen <= 1/8""""",Stucco/Brick/Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,160026.0,2000.0,38.4836090222663,-122.011988884526,0,0
43358,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,90495.0,1965.0,39.7755776962185,-121.582238897717,0,0
108993,No Damage,91001.0,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,30364.0,1941.0,34.1806742,-118.1333948,0,0
76985,No Damage,93653.0,MMU,Madera,2021-07-11,Fire Retardant Drop,Single Family Residence Multi Story,Single Residence,1.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,21-30,>50,265756.0,1966.0,37.3510439510096,-119.827544942435,0,1
94063,No Damage,95338.0,MMU,Mariposa,2024-07-04,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Combustible,Combustible,Unknown,Unknown,225259.0,1947.0,37.4922202,-119.9691921,0,0
98974,No Damage,92346.0,BDU,San Bernardino,2024-09-05,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,Wood,Combustible,Combustible,Unknown,Unknown,312344.0,1993.0,34.1207137,-117.1537376,0,0
92026,No Damage,95631.0,NEU,Placer,2022-09-06,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,Wood,Combustible,Combustible,0-10,Unknown,190000.0,1944.0,39.01961145,-120.81679557,0,0
124027,Destroyed (>50%),90272.0,LAC,Los Angeles,2025-01-07,Unknown,School,Nonresidential Commercial,1.0,Asphalt,Unknown,Unknown,Stucco/Brick/Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,712324.5000000002,1992.0,34.0412654,-118.5528624,0,0
42347,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,<30,119034.0,1970.0,39.7591732151543,-121.639249763961,0,0
51392,Destroyed (>50%),11447.0,SHU,Shasta,2018-07-23,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unknown,Unknown,Ignition Resistant,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,25000.0,1966.0,40.6200204663942,-122.463078033804,0,1
127390,Destroyed (>50%),90272.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Tile,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,Masonry/Concrete,Combustible,Non Combustible,Unknown,Unknown,479400.0,1950.0,34.0470789,-118.5395276,0,0
102793,Destroyed (>50%),91001.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,1.0,Unknown,Unknown,"Mesh Screen <= 1/8""""",Stucco/Brick/Cement,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,29897.0,1942.0,34.1967471,-118.1575486,0,0
33035,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,200000.0,2007.0,39.7811557052057,-121.597687084623,0,0
131718,Destroyed (>50%),90272.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,Single Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,Unknown,Unknown,410659.0,1997.0,34.0404267,-118.5400438,0,0
92813,No Damage,95338.0,MMU,Mariposa,2022-07-22,Engine Company Actions,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,160999.0,1966.0,37.50264347,-119.925917617534,0,1
130286,Destroyed (>50%),90265.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Asphalt,Unknown,Unknown,Stucco/Brick/Cement,Multi Pane,Unknown,Wood,Unknown,Unknown,Unknown,Unknown,332383.0,1930.0,34.0397362,-118.5925039,0,0
29733,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,11257.0,1974.0,39.7694874256468,-121.600910462644,0,0
86070,No Damage,95983.0,LMU,Plumas,2021-07-13,Unknown,Single Family Residence Single Story,Single Residence,0.0,Wood,Unenclosed,No Vents,Wood,Multi Pane,Wood,Wood,Combustible,No Fence,Unknown,Unknown,8951.0,1966.0,40.1776112210713,-120.790573706186,0,1
46721,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Wood,Wood,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,118701.0,1947.0,39.7491551995625,-121.616511981189,0,0
88335,No Damage,Unknown,SHU,Shasta,2021-09-22,Unknown,Infrastructure,Infrastructure,0.0,Metal,No Eaves,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,0-10,Unknown,0.0,1966.0,40.6787997443691,-122.321314415524,1,1
78149,No Damage,95713.0,NEU,Placer,2021-08-04,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,213164.0,1966.0,39.0921201574755,-120.978527261766,0,1
81322,No Damage,95684.0,AEU,El Dorado,2021-08-14,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,Unknown,No Patio Cover/Carport,No Fence,Unknown,Unknown,232722.0,1966.0,38.6279192361764,-120.62162828732,0,1
5881,No Damage,93634.0,FKU,Fresno,2020-09-04,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,1966.0,37.2040467805377,-119.245440676253,0,1
23496,No Damage,14140.0,CZU,Santa Cruz,2020-08-16,Unknown,Single Family Residence Single Story,Single Residence,1.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,202970.0,1929.0,37.1308927898781,-122.134694701833,0,0
84335,No Damage,96020.0,LMU,Plumas,2021-07-13,Engine Company Actions,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,30-50,651581.0,1966.0,40.237357231115,-121.215816763468,0,1
96254,No Damage,95973.0,BTU,Butte,2024-07-24,Engine Company Actions,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,11-20,<30,326135.0,2015.0,39.8402536,-121.8170574,0,0
50455,Destroyed (>50%),16130.0,LNU,Lake,2018-07-27,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unknown,Unknown,Combustible,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,125000.0,1997.0,39.091921198613,-122.607471717116,0,0
13203,No Damage,95404.0,LNU,Sonoma,2020-09-27,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,No Vents,Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,712324.5000000002,1974.0,38.5229351026351,-122.625060259661,0,0
107286,No Damage,91107.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unenclosed,No Vents,Stucco/Brick/Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,105696.0,1948.0,34.1647805,-118.094445,0,0
22456,No Damage,95060.0,CZU,Santa Cruz,2020-08-16,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,390492.0,1970.0,37.0597117655182,-122.143656666112,0,0
34628,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Combustible,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,47369.0,1971.0,39.7667223613539,-121.622504196885,0,0
83274,No Damage,96150.0,AEU,El Dorado,2021-08-14,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,79596.0,1966.0,38.840067832347,-120.018347490566,0,1
